"X","node","phen1","phen2","celltype","condition","corr","Method"
5689,"Micro:TG:ADAM28","EarlyInsom","Age","Micro","Control",0.0271182568974589,"Gene
Expres
sion"
5690,"Micro:TG:ADAM28","EarlyInsom","Age","Micro","EarlyInsom",0.338357221848122,"Gene
Expres
sion"
5691,"Micro:TG:CSF1R","EarlyInsom","Age","Micro","Control",0.0395506899234763,"Gene
Expres
sion"
5692,"Micro:TG:CSF1R","EarlyInsom","Age","Micro","EarlyInsom",0.0678618206874017,"Gene
Expres
sion"
5693,"Micro:TG:DOCK8","EarlyInsom","Age","Micro","Control",0.141766033898185,"Gene
Expres
sion"
5694,"Micro:TG:DOCK8","EarlyInsom","Age","Micro","EarlyInsom",0.0936291160774578,"Gene
Expres
sion"
5695,"Micro:TG:FLI1","EarlyInsom","Age","Micro","Control",0.00467731510301216,"Gene
Expres
sion"
5696,"Micro:TG:FLI1","EarlyInsom","Age","Micro","EarlyInsom",0.118167167339941,"Gene
Expres
sion"
5697,"Micro:TG:HCLS1","EarlyInsom","Age","Micro","Control",0.022149412720608,"Gene
Expres
sion"
5698,"Micro:TG:HCLS1","EarlyInsom","Age","Micro","EarlyInsom",0.155056582976056,"Gene
Expres
sion"
5699,"Micro:TG:IKZF1","EarlyInsom","Age","Micro","Control",0.0747547421420635,"Gene
Expres
sion"
5700,"Micro:TG:IKZF1","EarlyInsom","Age","Micro","EarlyInsom",0.52524846091786,"Gene
Expres
sion"
5701,"Micro:TG:P2RY12","EarlyInsom","Age","Micro","Control",0.0236501924124823,"Gene
Expres
sion"
5702,"Micro:TG:P2RY12","EarlyInsom","Age","Micro","EarlyInsom",0.0787154841867389,"Gene
Expres
sion"
5703,"Micro:TG:PALD1","EarlyInsom","Age","Micro","Control",0.0409913382602955,"Gene
Expres
sion"
5704,"Micro:TG:PALD1","EarlyInsom","Age","Micro","EarlyInsom",0.242741648009033,"Gene
Expres
sion"
5705,"Micro:TG:PTPRC","EarlyInsom","Age","Micro","Control",0.0241204429033533,"Gene
Expres
sion"
5706,"Micro:TG:PTPRC","EarlyInsom","Age","Micro","EarlyInsom",0.382705766788759,"Gene
Expres
sion"
5707,"Micro:TG:RHBDF2","EarlyInsom","Age","Micro","Control",0.156655936887934,"Gene
Expres
sion"
5708,"Micro:TG:RHBDF2","EarlyInsom","Age","Micro","EarlyInsom",0.23126108596206,"Gene
Expres
sion"
5709,"Micro:TG:RUNX1","EarlyInsom","Age","Micro","Control",0.00436137765659725,"Gene
Expres
sion"
5710,"Micro:TG:RUNX1","EarlyInsom","Age","Micro","EarlyInsom",0.167142779878548,"Gene
Expres
sion"
5711,"Micro:TG:SLCO2B1","EarlyInsom","Age","Micro","Control",0.0320376943946026,"Gene
Expres
sion"
5712,"Micro:TG:SLCO2B1","EarlyInsom","Age","Micro","EarlyInsom",0.153564566168673,"Gene
Expres
sion"
5713,"Micro:TG:SP100","EarlyInsom","Age","Micro","Control",0.0555481531307619,"Gene
Expres
sion"
5714,"Micro:TG:SP100","EarlyInsom","Age","Micro","EarlyInsom",0.561989599135235,"Gene
Expres
sion"
5715,"Micro:TG:SYK","EarlyInsom","Age","Micro","Control",0.0824492311893659,"Gene
Expres
sion"
5716,"Micro:TG:SYK","EarlyInsom","Age","Micro","EarlyInsom",0.12652951511328,"Gene
Expres
sion"
5717,"Micro:TG:WDFY4","EarlyInsom","Age","Micro","Control",0.138736991855701,"Gene
Expres
sion"
5718,"Micro:TG:WDFY4","EarlyInsom","Age","Micro","EarlyInsom",0.159559521387822,"Gene
Expres
sion"
5719,"IN_LAMP5_LHX6:TF:ARX","EarlyInsom","Age","IN_LAMP5_LHX6","Control",0,"Gene
Expres
sion"
5720,"IN_LAMP5_LHX6:TF:ARX","EarlyInsom","Age","IN_LAMP5_LHX6","EarlyInsom",0,"Gene
Expres
sion"
5721,"IN_LAMP5_LHX6:TF:LHX6","EarlyInsom","Age","IN_LAMP5_LHX6","Control",0.0790092130652684,"Gene
Expres
sion"
5722,"IN_LAMP5_LHX6:TF:LHX6","EarlyInsom","Age","IN_LAMP5_LHX6","EarlyInsom",0,"Gene
Expres
sion"
5723,"IN_LAMP5_LHX6:TF:TCF4","EarlyInsom","Age","IN_LAMP5_LHX6","Control",7.81981344226516e-05,"Gene
Expres
sion"
5724,"IN_LAMP5_LHX6:TF:TCF4","EarlyInsom","Age","IN_LAMP5_LHX6","EarlyInsom",0.190101305645697,"Gene
Expres
sion"
5725,"IN_LAMP5_LHX6:TG:DLX6-AS1","EarlyInsom","Age","IN_LAMP5_LHX6","Control",0.0770597503725714,"Gene
Expres
sion"
5726,"IN_LAMP5_LHX6:TG:DLX6-AS1","EarlyInsom","Age","IN_LAMP5_LHX6","EarlyInsom",0,"Gene
Expres
sion"
5727,"IN_LAMP5_LHX6:TG:GAD1","EarlyInsom","Age","IN_LAMP5_LHX6","Control",0.0499582803337827,"Gene
Expres
sion"
5728,"IN_LAMP5_LHX6:TG:GAD1","EarlyInsom","Age","IN_LAMP5_LHX6","EarlyInsom",0,"Gene
Expres
sion"
5729,"IN_LAMP5_LHX6:TG:GAD2","EarlyInsom","Age","IN_LAMP5_LHX6","Control",0.103036062004718,"Gene
Expres
sion"
5730,"IN_LAMP5_LHX6:TG:GAD2","EarlyInsom","Age","IN_LAMP5_LHX6","EarlyInsom",0.182313531086563,"Gene
Expres
sion"
5731,"IN_LAMP5_LHX6:TG:SYNPR","EarlyInsom","Age","IN_LAMP5_LHX6","Control",0.00306946145062889,"Gene
Expres
sion"
5732,"IN_LAMP5_LHX6:TG:SYNPR","EarlyInsom","Age","IN_LAMP5_LHX6","EarlyInsom",0.183266472207386,"Gene
Expres
sion"
5733,"IN_PVALB:TF:ARX","EarlyInsom","Age","IN_PVALB","Control",0.0237963497053147,"Gene
Expres
sion"
5734,"IN_PVALB:TF:ARX","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.0740482157101993,"Gene
Expres
sion"
5735,"IN_PVALB:TF:LHX6","EarlyInsom","Age","IN_PVALB","Control",0.126675530916959,"Gene
Expres
sion"
5736,"IN_PVALB:TF:LHX6","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.0595435423515304,"Gene
Expres
sion"
5737,"IN_PVALB:TF:TCF4","EarlyInsom","Age","IN_PVALB","Control",0.0205026506515462,"Gene
Expres
sion"
5738,"IN_PVALB:TF:TCF4","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.196205673518116,"Gene
Expres
sion"
5739,"IN_PVALB:TF:ZMAT4","EarlyInsom","Age","IN_PVALB","Control",0.0401308626494836,"Gene
Expres
sion"
5740,"IN_PVALB:TF:ZMAT4","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.297527587248929,"Gene
Expres
sion"
5741,"IN_PVALB:TG:BTBD11","EarlyInsom","Age","IN_PVALB","Control",0.0939751626888595,"Gene
Expres
sion"
5742,"IN_PVALB:TG:BTBD11","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.230601012975199,"Gene
Expres
sion"
5743,"IN_PVALB:TG:DLX6-AS1","EarlyInsom","Age","IN_PVALB","Control",0.057049670031615,"Gene
Expres
sion"
5744,"IN_PVALB:TG:DLX6-AS1","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.0938405156191081,"Gene
Expres
sion"
5745,"IN_PVALB:TG:GAD1","EarlyInsom","Age","IN_PVALB","Control",0.0214381700690716,"Gene
Expres
sion"
5746,"IN_PVALB:TG:GAD1","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.113423616162995,"Gene
Expres
sion"
5747,"IN_PVALB:TG:GAD2","EarlyInsom","Age","IN_PVALB","Control",0.182167183580725,"Gene
Expres
sion"
5748,"IN_PVALB:TG:GAD2","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.105600320573401,"Gene
Expres
sion"
5749,"IN_PVALB:TG:NXPH1","EarlyInsom","Age","IN_PVALB","Control",0.0064850660842069,"Gene
Expres
sion"
5750,"IN_PVALB:TG:NXPH1","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.0406683559111687,"Gene
Expres
sion"
5751,"IN_PVALB:TG:SYNPR","EarlyInsom","Age","IN_PVALB","Control",0.103450698139934,"Gene
Expres
sion"
5752,"IN_PVALB:TG:SYNPR","EarlyInsom","Age","IN_PVALB","EarlyInsom",0.323896292104141,"Gene
Expres
sion"
5753,"IN_SST:TF:ARX","EarlyInsom","Age","IN_SST","Control",0.0531133215668609,"Gene
Expres
sion"
5754,"IN_SST:TF:ARX","EarlyInsom","Age","IN_SST","EarlyInsom",0.211420330602195,"Gene
Expres
sion"
5755,"IN_SST:TF:DLX1","EarlyInsom","Age","IN_SST","Control",0.0892467509165076,"Gene
Expres
sion"
5756,"IN_SST:TF:DLX1","EarlyInsom","Age","IN_SST","EarlyInsom",0.1595013427695,"Gene
Expres
sion"
5757,"IN_SST:TF:LHX6","EarlyInsom","Age","IN_SST","Control",0.0447207852691132,"Gene
Expres
sion"
5758,"IN_SST:TF:LHX6","EarlyInsom","Age","IN_SST","EarlyInsom",0.120476063172449,"Gene
Expres
sion"
5759,"IN_SST:TF:TCF4","EarlyInsom","Age","IN_SST","Control",0.109666042227267,"Gene
Expres
sion"
5760,"IN_SST:TF:TCF4","EarlyInsom","Age","IN_SST","EarlyInsom",0.00613226153015316,"Gene
Expres
sion"
5761,"IN_SST:TF:ZMAT4","EarlyInsom","Age","IN_SST","Control",0.103624169246103,"Gene
Expres
sion"
5762,"IN_SST:TF:ZMAT4","EarlyInsom","Age","IN_SST","EarlyInsom",0.34582250850371,"Gene
Expres
sion"
5763,"IN_SST:TG:BTBD11","EarlyInsom","Age","IN_SST","Control",0.0765872210592042,"Gene
Expres
sion"
5764,"IN_SST:TG:BTBD11","EarlyInsom","Age","IN_SST","EarlyInsom",0.0769656651810573,"Gene
Expres
sion"
5765,"IN_SST:TG:DLX6-AS1","EarlyInsom","Age","IN_SST","Control",0.0100934012740303,"Gene
Expres
sion"
5766,"IN_SST:TG:DLX6-AS1","EarlyInsom","Age","IN_SST","EarlyInsom",0.117668419081132,"Gene
Expres
sion"
5767,"IN_SST:TG:GAD1","EarlyInsom","Age","IN_SST","Control",0.162491791970997,"Gene
Expres
sion"
5768,"IN_SST:TG:GAD1","EarlyInsom","Age","IN_SST","EarlyInsom",0.259450038590258,"Gene
Expres
sion"
5769,"IN_SST:TG:GAD2","EarlyInsom","Age","IN_SST","Control",0.112360902508367,"Gene
Expres
sion"
5770,"IN_SST:TG:GAD2","EarlyInsom","Age","IN_SST","EarlyInsom",0.00151708480928504,"Gene
Expres
sion"
5771,"IN_SST:TG:IGF1","EarlyInsom","Age","IN_SST","Control",0.0220545651810798,"Gene
Expres
sion"
5772,"IN_SST:TG:IGF1","EarlyInsom","Age","IN_SST","EarlyInsom",0.205406705545703,"Gene
Expres
sion"
5773,"IN_SST:TG:NXPH1","EarlyInsom","Age","IN_SST","Control",0.24218743846516,"Gene
Expres
sion"
5774,"IN_SST:TG:NXPH1","EarlyInsom","Age","IN_SST","EarlyInsom",0.156079614634065,"Gene
Expres
sion"
5775,"IN_SST:TG:SYNPR","EarlyInsom","Age","IN_SST","Control",0.15815301542076,"Gene
Expres
sion"
5776,"IN_SST:TG:SYNPR","EarlyInsom","Age","IN_SST","EarlyInsom",0.122213173578467,"Gene
Expres
sion"
5777,"IN_SST:TG:ZNF385B","EarlyInsom","Age","IN_SST","Control",0.117726286957503,"Gene
Expres
sion"
5778,"IN_SST:TG:ZNF385B","EarlyInsom","Age","IN_SST","EarlyInsom",0.0678553638986313,"Gene
Expres
sion"
5779,"Immune:TF:RUNX3","EarlyInsom","Age","Immune","Control",0.0763691899937011,"Gene
Expres
sion"
5780,"Immune:TF:RUNX3","EarlyInsom","Age","Immune","EarlyInsom",0,"Gene
Expres
sion"
5781,"Astro:TF:FOXO1","EarlyInsom","Age","Astro","Control",0.106534567188816,"Gene
Expres
sion"
5782,"Astro:TF:FOXO1","EarlyInsom","Age","Astro","EarlyInsom",0.206014177803016,"Gene
Expres
sion"
5783,"Astro:TF:SOX5","EarlyInsom","Age","Astro","Control",0.237643105717191,"Gene
Expres
sion"
5784,"Astro:TF:SOX5","EarlyInsom","Age","Astro","EarlyInsom",0.473965418418176,"Gene
Expres
sion"
5785,"Astro:TF:TCF7L1","EarlyInsom","Age","Astro","Control",0.0200862874066769,"Gene
Expres
sion"
5786,"Astro:TF:TCF7L1","EarlyInsom","Age","Astro","EarlyInsom",0.0410090527294175,"Gene
Expres
sion"
5787,"Astro:TF:TCF7L2","EarlyInsom","Age","Astro","Control",0.133982930192076,"Gene
Expres
sion"
5788,"Astro:TF:TCF7L2","EarlyInsom","Age","Astro","EarlyInsom",0.249830637206225,"Gene
Expres
sion"
5789,"Endo:TG:ERG","EarlyInsom","Age","Endo","Control",0.129558384791669,"Gene
Expres
sion"
5790,"Endo:TG:ERG","EarlyInsom","Age","Endo","EarlyInsom",0.034662769381535,"Gene
Expres
sion"
5791,"VLMC:TG:EBF1","EarlyInsom","Age","VLMC","Control",0.119177428403653,"Gene
Expres
sion"
5792,"VLMC:TG:EBF1","EarlyInsom","Age","VLMC","EarlyInsom",0.375346459635666,"Gene
Expres
sion"
5793,"IN_VIP:TF:DLX1","EarlyInsom","Age","IN_VIP","Control",0.00659025024710817,"Gene
Expres
sion"
5794,"IN_VIP:TF:DLX1","EarlyInsom","Age","IN_VIP","EarlyInsom",0.159562155002284,"Gene
Expres
sion"
5795,"IN_VIP:TF:TCF4","EarlyInsom","Age","IN_VIP","Control",0.113337552363028,"Gene
Expres
sion"
5796,"IN_VIP:TF:TCF4","EarlyInsom","Age","IN_VIP","EarlyInsom",0.225893989884363,"Gene
Expres
sion"
5797,"IN_VIP:TF:ZMAT4","EarlyInsom","Age","IN_VIP","Control",0.114922973498614,"Gene
Expres
sion"
5798,"IN_VIP:TF:ZMAT4","EarlyInsom","Age","IN_VIP","EarlyInsom",0.230629569874554,"Gene
Expres
sion"
5799,"IN_VIP:TG:BTBD11","EarlyInsom","Age","IN_VIP","Control",0.227022222002985,"Gene
Expres
sion"
5800,"IN_VIP:TG:BTBD11","EarlyInsom","Age","IN_VIP","EarlyInsom",0.10053211306427,"Gene
Expres
sion"
5801,"IN_VIP:TG:DLX6-AS1","EarlyInsom","Age","IN_VIP","Control",0.138690961200697,"Gene
Expres
sion"
5802,"IN_VIP:TG:DLX6-AS1","EarlyInsom","Age","IN_VIP","EarlyInsom",0.0657875396778781,"Gene
Expres
sion"
5803,"IN_VIP:TG:GAD1","EarlyInsom","Age","IN_VIP","Control",0.192465538890561,"Gene
Expres
sion"
5804,"IN_VIP:TG:GAD1","EarlyInsom","Age","IN_VIP","EarlyInsom",0.00521104224706964,"Gene
Expres
sion"
5805,"IN_VIP:TG:GAD2","EarlyInsom","Age","IN_VIP","Control",0.141109165440005,"Gene
Expres
sion"
5806,"IN_VIP:TG:GAD2","EarlyInsom","Age","IN_VIP","EarlyInsom",0.0705888859755238,"Gene
Expres
sion"
5807,"IN_VIP:TG:IGF1","EarlyInsom","Age","IN_VIP","Control",0.0620090517849999,"Gene
Expres
sion"
5808,"IN_VIP:TG:IGF1","EarlyInsom","Age","IN_VIP","EarlyInsom",0.270437898848662,"Gene
Expres
sion"
5809,"IN_VIP:TG:SYNPR","EarlyInsom","Age","IN_VIP","Control",0.0372551979064902,"Gene
Expres
sion"
5810,"IN_VIP:TG:SYNPR","EarlyInsom","Age","IN_VIP","EarlyInsom",0.0802222226976612,"Gene
Expres
sion"
5811,"Oligo:TF:TCF12","EarlyInsom","PLAQUE","Oligo","Control",0.0372460501600128,"Gene
Expres
sion"
5812,"Oligo:TF:TCF12","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.215512653733691,"Gene
Expres
sion"
5813,"Oligo:TG:APBB1IP","EarlyInsom","PLAQUE","Oligo","Control",0.0128531282052292,"Gene
Expres
sion"
5814,"Oligo:TG:APBB1IP","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.307640471253261,"Gene
Expres
sion"
5815,"Oligo:TG:DOCK8","EarlyInsom","PLAQUE","Oligo","Control",0.208371365615326,"Gene
Expres
sion"
5816,"Oligo:TG:DOCK8","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.476497192029607,"Gene
Expres
sion"
5817,"Oligo:TG:IKZF1","EarlyInsom","PLAQUE","Oligo","Control",0.054646657647338,"Gene
Expres
sion"
5818,"Oligo:TG:IKZF1","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.227520617144491,"Gene
Expres
sion"
5819,"Oligo:TG:INPP5D","EarlyInsom","PLAQUE","Oligo","Control",0.149694080843598,"Gene
Expres
sion"
5820,"Oligo:TG:INPP5D","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.106848197456604,"Gene
Expres
sion"
5821,"Oligo:TG:LYN","EarlyInsom","PLAQUE","Oligo","Control",0.181413646143337,"Gene
Expres
sion"
5822,"Oligo:TG:LYN","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.482326507391055,"Gene
Expres
sion"
5823,"Oligo:TG:PALD1","EarlyInsom","PLAQUE","Oligo","Control",0.204902800949277,"Gene
Expres
sion"
5824,"Oligo:TG:PALD1","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.0999640199278622,"Gene
Expres
sion"
5825,"Oligo:TG:PTPRC","EarlyInsom","PLAQUE","Oligo","Control",0.10360299146765,"Gene
Expres
sion"
5826,"Oligo:TG:PTPRC","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.00488476022504933,"Gene
Expres
sion"
5827,"Oligo:TG:SLCO2B1","EarlyInsom","PLAQUE","Oligo","Control",0.1631377838368,"Gene
Expres
sion"
5828,"Oligo:TG:SLCO2B1","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.10620467598124,"Gene
Expres
sion"
5829,"Oligo:TG:SP100","EarlyInsom","PLAQUE","Oligo","Control",0.105768203315527,"Gene
Expres
sion"
5830,"Oligo:TG:SP100","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.250890884597475,"Gene
Expres
sion"
5831,"Oligo:TG:ST6GAL1","EarlyInsom","PLAQUE","Oligo","Control",0.275813933292472,"Gene
Expres
sion"
5832,"Oligo:TG:ST6GAL1","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.516560098815117,"Gene
Expres
sion"
5833,"Oligo:TG:TBXAS1","EarlyInsom","PLAQUE","Oligo","Control",0.122954408378368,"Gene
Expres
sion"
5834,"Oligo:TG:TBXAS1","EarlyInsom","PLAQUE","Oligo","EarlyInsom",0.030102293502307,"Gene
Expres
sion"
5835,"PC:TG:DCN","EarlyInsom","PLAQUE","PC","Control",0.0476062913734628,"Gene
Expres
sion"
5836,"PC:TG:DCN","EarlyInsom","PLAQUE","PC","EarlyInsom",0.113618752693513,"Gene
Expres
sion"
5837,"PC:TG:EBF1","EarlyInsom","PLAQUE","PC","Control",0.0964738185299845,"Gene
Expres
sion"
5838,"PC:TG:EBF1","EarlyInsom","PLAQUE","PC","EarlyInsom",0.318871732296595,"Gene
Expres
sion"
5839,"EN_L3_5_IT_3:TF:ZMAT4","EarlyInsom","PLAQUE","EN_L3_5_IT_3","Control",0.164586283693239,"Gene
Expres
sion"
5840,"EN_L3_5_IT_3:TF:ZMAT4","EarlyInsom","PLAQUE","EN_L3_5_IT_3","EarlyInsom",0.0164618159423313,"Gene
Expres
sion"
5841,"EN_L3_5_IT_3:TG:GABRG3","EarlyInsom","PLAQUE","EN_L3_5_IT_3","Control",0.113021818192748,"Gene
Expres
sion"
5842,"EN_L3_5_IT_3:TG:GABRG3","EarlyInsom","PLAQUE","EN_L3_5_IT_3","EarlyInsom",0.269219292317494,"Gene
Expres
sion"
5843,"EN_L3_5_IT_3:TG:GAD2","EarlyInsom","PLAQUE","EN_L3_5_IT_3","Control",0.0156806235958177,"Gene
Expres
sion"
5844,"EN_L3_5_IT_3:TG:GAD2","EarlyInsom","PLAQUE","EN_L3_5_IT_3","EarlyInsom",0.328777382043099,"Gene
Expres
sion"
5845,"EN_L3_5_IT_3:TG:ZNF385B","EarlyInsom","PLAQUE","EN_L3_5_IT_3","Control",0.022648481627913,"Gene
Expres
sion"
5846,"EN_L3_5_IT_3:TG:ZNF385B","EarlyInsom","PLAQUE","EN_L3_5_IT_3","EarlyInsom",0.0703195746154399,"Gene
Expres
sion"
5847,"EN_L2_3_IT:TF:ZMAT4","EarlyInsom","PLAQUE","EN_L2_3_IT","Control",0.145924270546737,"Gene
Expres
sion"
5848,"EN_L2_3_IT:TF:ZMAT4","EarlyInsom","PLAQUE","EN_L2_3_IT","EarlyInsom",0.172926461046249,"Gene
Expres
sion"
5849,"EN_L2_3_IT:TG:DLX6-AS1","EarlyInsom","PLAQUE","EN_L2_3_IT","Control",0.0225788690304762,"Gene
Expres
sion"
5850,"EN_L2_3_IT:TG:DLX6-AS1","EarlyInsom","PLAQUE","EN_L2_3_IT","EarlyInsom",0.300373097625317,"Gene
Expres
sion"
5851,"EN_L2_3_IT:TG:GABRG3","EarlyInsom","PLAQUE","EN_L2_3_IT","Control",0.247702084362045,"Gene
Expres
sion"
5852,"EN_L2_3_IT:TG:GABRG3","EarlyInsom","PLAQUE","EN_L2_3_IT","EarlyInsom",0.0233336869564704,"Gene
Expres
sion"
5853,"EN_L2_3_IT:TG:GAD2","EarlyInsom","PLAQUE","EN_L2_3_IT","Control",0.0561998359448285,"Gene
Expres
sion"
5854,"EN_L2_3_IT:TG:GAD2","EarlyInsom","PLAQUE","EN_L2_3_IT","EarlyInsom",0.356988383925372,"Gene
Expres
sion"
5855,"EN_L2_3_IT:TG:ZNF385B","EarlyInsom","PLAQUE","EN_L2_3_IT","Control",0.121204711050974,"Gene
Expres
sion"
5856,"EN_L2_3_IT:TG:ZNF385B","EarlyInsom","PLAQUE","EN_L2_3_IT","EarlyInsom",0.0889418718874156,"Gene
Expres
sion"
5857,"IN_PVALB_CHC:TF:ARX","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.012213770847691,"Gene
Expres
sion"
5858,"IN_PVALB_CHC:TF:ARX","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.0724934660815569,"Gene
Expres
sion"
5859,"IN_PVALB_CHC:TF:LHX6","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.0536372280049786,"Gene
Expres
sion"
5860,"IN_PVALB_CHC:TF:LHX6","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.199610817107718,"Gene
Expres
sion"
5861,"IN_PVALB_CHC:TF:TCF4","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.177362306844706,"Gene
Expres
sion"
5862,"IN_PVALB_CHC:TF:TCF4","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.22911345334231,"Gene
Expres
sion"
5863,"IN_PVALB_CHC:TG:BTBD11","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.0565755709303516,"Gene
Expres
sion"
5864,"IN_PVALB_CHC:TG:BTBD11","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.424671984790781,"Gene
Expres
sion"
5865,"IN_PVALB_CHC:TG:DLX6-AS1","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.0563930442640433,"Gene
Expres
sion"
5866,"IN_PVALB_CHC:TG:DLX6-AS1","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.24758377029962,"Gene
Expres
sion"
5867,"IN_PVALB_CHC:TG:GAD1","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.0225725349423119,"Gene
Expres
sion"
5868,"IN_PVALB_CHC:TG:GAD1","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.236182853784194,"Gene
Expres
sion"
5869,"IN_PVALB_CHC:TG:GAD2","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.0207848200351018,"Gene
Expres
sion"
5870,"IN_PVALB_CHC:TG:GAD2","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.196380755068691,"Gene
Expres
sion"
5871,"IN_PVALB_CHC:TG:NXPH1","EarlyInsom","PLAQUE","IN_PVALB_CHC","Control",0.0267556195965299,"Gene
Expres
sion"
5872,"IN_PVALB_CHC:TG:NXPH1","EarlyInsom","PLAQUE","IN_PVALB_CHC","EarlyInsom",0.480023854616949,"Gene
Expres
sion"
5873,"IN_LAMP5_RELN:TF:ARX","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0478375790529636,"Gene
Expres
sion"
5874,"IN_LAMP5_RELN:TF:ARX","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.0360176998394042,"Gene
Expres
sion"
5875,"IN_LAMP5_RELN:TF:DLX1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0602898393949018,"Gene
Expres
sion"
5876,"IN_LAMP5_RELN:TF:DLX1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.128329009950664,"Gene
Expres
sion"
5877,"IN_LAMP5_RELN:TF:TCF4","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0538287197480854,"Gene
Expres
sion"
5878,"IN_LAMP5_RELN:TF:TCF4","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.171740459541125,"Gene
Expres
sion"
5879,"IN_LAMP5_RELN:TF:ZMAT4","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0377370000063661,"Gene
Expres
sion"
5880,"IN_LAMP5_RELN:TF:ZMAT4","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.0816494074510319,"Gene
Expres
sion"
5881,"IN_LAMP5_RELN:TG:BTBD11","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0628332790388377,"Gene
Expres
sion"
5882,"IN_LAMP5_RELN:TG:BTBD11","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.267659326755806,"Gene
Expres
sion"
5883,"IN_LAMP5_RELN:TG:DLX6-AS1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0324775004117544,"Gene
Expres
sion"
5884,"IN_LAMP5_RELN:TG:DLX6-AS1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.0322851009194293,"Gene
Expres
sion"
5885,"IN_LAMP5_RELN:TG:GAD1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0271560363511751,"Gene
Expres
sion"
5886,"IN_LAMP5_RELN:TG:GAD1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.0727566603804032,"Gene
Expres
sion"
5887,"IN_LAMP5_RELN:TG:GAD2","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.148895539144119,"Gene
Expres
sion"
5888,"IN_LAMP5_RELN:TG:GAD2","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.449113902940897,"Gene
Expres
sion"
5889,"IN_LAMP5_RELN:TG:IGF1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.0567259275816162,"Gene
Expres
sion"
5890,"IN_LAMP5_RELN:TG:IGF1","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.243424232754185,"Gene
Expres
sion"
5891,"IN_LAMP5_RELN:TG:SYNPR","EarlyInsom","PLAQUE","IN_LAMP5_RELN","Control",0.115816414569282,"Gene
Expres
sion"
5892,"IN_LAMP5_RELN:TG:SYNPR","EarlyInsom","PLAQUE","IN_LAMP5_RELN","EarlyInsom",0.101046300391264,"Gene
Expres
sion"
5893,"EN_L3_5_IT_1:TF:ZMAT4","EarlyInsom","PLAQUE","EN_L3_5_IT_1","Control",0.0419444388762598,"Gene
Expres
sion"
